column1,Date,Headline
7433,2013-09-20,European shares steady around 5-year high
7434,2013-09-20,European shares steady at five-year highs, Adidas hit
7435,2013-09-20,European shares slip from 5-yr highs, Adidas hit
7436,2013-09-20,European shares steady near 5-yr high, Adidas hit
7437,2013-09-20,European Factors to Watch-Shares seen steady near 5-year highs
7438,2013-09-19,Europe shares hit 5-year high as Fed sticks to stimulus
7439,2013-09-19,Europe shares hit 5-year high as Fed sticks to stimulus
7440,2013-09-19,European shares surge as Fed keeps up stimulus
7441,2013-09-19,European shares surge as Fed leaves stimulus in place
7442,2013-09-19,European shares open higher, DAX hits record after Fed surprise
7443,2013-09-19,UPDATE 1-European Factors to Watch-Shares to rise as Fed keeps stimulus
7444,2013-09-19,European Factors to Watch-Shares to rise as Fed keeps stimulus
7445,2013-09-18,European shares consolidate 5-yr high before Fed decision
7446,2013-09-18,European shares tread water before Fed stimulus cut
7447,2013-09-18,European shares at five-year highs ahead of Fed taper decision
7448,2013-09-18,European shares hold near five-year highs on Fed taper day
7449,2013-09-18,European shares up, U.S. stimulus cut seen moderate
7450,2013-09-18,European Factors to Watch-Shares to gain, Fed move seen moderate
7451,2013-09-17,UPDATE 1-Auto sector drags European shares off five-year high
7452,2013-09-17,Auto sector drags European shares off five-year high
7453,2013-09-17,European shares pause near 5-year highs
7454,2013-09-17,European shares pull back, still near 5-year highs
7455,2013-09-17,Carmakers fall as European shares pare gains
7456,2013-09-17,Europe Factors to Watch-Shares set to halt rally ahead of Fed
7457,2013-09-16,UPDATE 1-European shares hit 5-year high as Summers exits Fed race
7458,2013-09-16,European shares hit 5-year high as Summers exits Fed race
7459,2013-09-16,European shares hit 5-year highs on Summers' withdrawal
7460,2013-09-16,European shares at 5-year highs as Summers pulls out
7461,2013-09-16,European shares rally on Summers' withdrawal, Syrian deal
7462,2013-09-16,European Factors to Watch-Shares to rally as Summers pulls out of Fed race
7463,2013-09-13,European shares set new 3-month high on M&A wave
7464,2013-09-13,European shares near 3-month high, M&A underpins
7465,2013-09-13,European stocks dip, M&A fever limits downside
7466,2013-09-13,M&A fever helps limit dip in European stocks
7467,2013-09-13,European shares edge lower on Fed tightening expectations
7468,2013-09-13,European Factors to Watch-Shares to pause; M&A to boost Fresenius
7469,2013-09-12,UPDATE 1-Euro zone shares hit 2-year highs on economic optimism
7470,2013-09-12,Euro zone shares at 2-year highs on economic optimism
7471,2013-09-12,European shares edge lower, led down by Richemont
7472,2013-09-12,European shares buoyed by telecom takeover talks
7473,2013-09-12,M&A in telecoms helps keep Europe stock rally alive
7474,2013-09-12,Europe Factors to Watch-Shares set to rise, telecoms in focus
7475,2013-09-11,UPDATE 1-Utility stocks lead European share index to fresh highs
7476,2013-09-11,European shares hit 2-year highs
7477,2013-09-11,European shares rise as ARM gets new iPhone boost
7478,2013-09-11,ARM rallies to help keep European shares near 3-month highs
7479,2013-09-11,FTSEurofirst 300 index flat, Germany's DAX up 0.1 pct
7480,2013-09-11,Europe Factors to Watch-Shares to retreat from 3-month highs
7481,2013-09-10,European shares close at highest since May as Syria strike looks less likely
7482,2013-09-10,European shares retest August high as Syria tensions recede
7483,2013-09-10,European shares rise, Bunds fall on Syria report
7484,2013-09-10,Easing Syria concerns, China data push European shares near 1-month high
7485,2013-09-10,European shares rise on robust China data, ebbing Syria concerns
7486,2013-09-10,European shares rise 0.6 percent early
7487,2013-09-10,Europe Factors to Watch-Shares set to climb after Chinese data
7488,2013-09-09,Retreating oil shares drag European stocks lower
7489,2013-09-09,Retreating oil shares drag European stocks lower
7490,2013-09-09,European shares fall as Middle East worries BG, Boygues
7491,2013-09-09,BG leads European shares lower after warns on production
7492,2013-09-09,REFILE-European shares edge lower at open
7493,2013-09-09,UPDATE 1-European Factors to Watch-Shares seen up although Syria still a concern
7494,2013-09-09,European Factors to Watch-Shares seen up although Syria still a concern
7495,2013-09-06,UPDATE 1-European shares rise as U.S. jobs data pushes Fed taper back
7496,2013-09-06,European shares knocked by Syria worries in volatile trade
7497,2013-09-06,European shares drop on report Putin to back Syria
7498,2013-09-06,European shares creep lower, eyes on U.S. jobs data
7499,2013-09-06,European shares steady before U.S. jobs report
7500,2013-09-06,European shares broadly flat in early deals
7501,2013-09-06,UPDATE 1-European Factors to Watch-Focus on U.S. jobs data at end of strong week
7502,2013-09-06,European Factors to Watch-Profit-taking seen before US jobs data
7503,2013-09-05,European shares helped by ECB vow to keep rates low
7504,2013-09-05,European shares helped by ECB vow to keep rates low
7505,2013-09-05,Shares up, bonds trim losses as ECB says low rates to stay
7506,2013-09-05,European shares inch higher ahead of ECB
7507,2013-09-05,European shares hit 1-1/2 week high before ECB
7508,2013-09-05,European shares edge higher at start of trading
7509,2013-09-05,UPDATE 1-European Factors to Watch-Shares seen up; G20 and Syria in focus
7510,2013-09-05,European Factors to Watch-Shares seen up; G20 and Syria in focus
7511,2013-09-04,European shares track U.S. gains to end slightly higher
7512,2013-09-04,European shares led down by airlines, Italy
7513,2013-09-04,European shares pegged back by Syria concerns
7514,2013-09-04,European shares rise 0.2 percent early
7515,2013-09-04,Europe Factors to Watch-Shares set to inch up; eyes on Syria
7516,2013-09-03,Europe stocks slip after Boehner backs Syria action
7517,2013-09-03,Europe stocks steady as M&A offsets Syrian worries
7518,2013-09-03,Nokia sale boosts European shares to 1-week high
7519,2013-09-03,Nokia M&A drives European shares to 1-week high
7520,2013-09-03,European shares up 0.3 pct in early deals
7521,2013-09-03,European Factors to Watch-Markets seen firm, Nokia to rally
7522,2013-09-02,Robust factory data sparks European stock rally
7523,2013-09-02,Robust factory data sparks Europe stock rally
7524,2013-09-02,Telecoms, miners lift European shares
7525,2013-09-02,Miners and telecoms lift European shares
7526,2013-09-02,European shares bounce back, FTSEurofirst 300 up 1.3 pct
7527,2013-09-02,European Factors to Watch-Shares seen rebounding on China data
7528,2013-08-30,European shares set 6-week closing low; oils weigh
7529,2013-08-30,European shares set for steepest drop in 2 mths as oil stocks weigh
7530,2013-08-30,European shares edge lower, on track for worst week since June
7531,2013-08-30,European shares rise 0.1 pct in early trade
7532,2013-08-30,Europe Factors to Watch-Shares seen steady; oil stocks in focus
7533,2013-08-29,UPDATE 1-European shares stage recovery, boosted by Vodafone
7534,2013-08-29,European shares stage late recovery, boosted by Vodafone
7535,2013-08-29,Vodafone helps European shares halt sell-off
7536,2013-08-29,Vodafone, Carrefour help Europe shares halt sell-off
7537,2013-08-29,European shares rise, halt three-day slide
7538,2013-08-29,European Factors to Watch-Shares to halt slide as Syria strike seen delayed
7539,2013-08-29,European Factors to Watch-Shares to dip as Syrian crisis saps appetite
7540,2013-08-28,Travel firms drag European shares lower on Syria threat
7541,2013-08-28,Travel firms drag European shares lower on Syria threat
7542,2013-08-28,Syrian crisis drags down European airline stocks, boosts oil shares
7543,2013-08-28,European shares fall for 3rd day on Syria strike prospect
7544,2013-08-28,European shares fall 0.4 pct in early trade
7545,2013-08-28,European Factors to Watch-Shares set to extend sell-off
7546,2013-08-27,European stocks fall by most in 2 months on Syria strike threat
7547,2013-08-27,European stocks fall by most in 2 months on Syria war threat
7548,2013-08-27,European shares hit 1-month low as tensions over Syria rise
7549,2013-08-27,European shares fall as tensions over Syria rise
7550,2013-08-27,European shares down 0.6 pct in early trading
7551,2013-08-27,European Factors to Watch-Shares to fall on unease over Syria
7552,2013-08-26,Italy's political tensions weigh down European shares
7553,2013-08-26,Italy's political tensions weigh down European shares
7554,2013-08-26,Italy drags euro zone shares lower on risk of new government crisis
7555,2013-08-26,Italy leads euro zone shares lower on govt crisis threat
7556,2013-08-26,Italian selloff pegs back euro zone shares
7557,2013-08-26,European shares flat, Germany's DAX up 0.1 pct
7558,2013-08-26,European Factors to Watch-Shares to gain, focus on commodities
7559,2013-08-23,Better economic picture boosts European shares
7560,2013-08-23,Better economic picture pushes European shares higher
7561,2013-08-23,UK stocks help buoy European bourses after GDP data
7562,2013-08-23,European shares little changed, set for 1st weekly loss since June
7563,2013-08-23,European shares inch higher at open
7564,2013-08-23,Europe Factors to Watch-Shares set to extend Thursday's rally
7565,2013-08-22,European shares rebound as PMIs show recovery taking hold
7566,2013-08-22,European shares rebound as PMIs show recovery taking hold
7567,2013-08-22,PMI surprises help European shares snap losing streak
7568,2013-08-22,European shares boosted by earnings and PMIs
7569,2013-08-22,European shares higher, CAC up 0.5 pct
7570,2013-08-22,European Factors to Watch-Shares to extend losses on Fed concerns
7571,2013-08-21,European shares edge lower before Fed minutes
7572,2013-08-21,European bourses edge lower before Fed minutes
7573,2013-08-21,European shares weaken on Fed stimulus uncertainty
7574,2013-08-21,European shares weaken, pegged back by UK ex-divs
7575,2013-08-21,European shares flat early on; FTSE lags
7576,2013-08-21,European Factors to Watch-Shares to edge up in technical move
7577,2013-08-21,European Factors to Watch-Shares to edge lower on stimulus curb fears
7578,2013-08-20,European shares hit three-week low as volatility spikes
7579,2013-08-20,European shares hit three week low as volatility spikes
7580,2013-08-20,European shares hit two-week low, volatility surges on uncertain outlook
7581,2013-08-20,Prospects of less Fed stimulus push European shares to 2-week low
7582,2013-08-20,European shares led lower by the DAX in early deals
7583,2013-08-20,European Factors to Watch-Shares seen down, focus on Fed
7584,2013-08-19,Italy leads European shares lower on fear of new government crisis
7585,2013-08-19,Italy leads European shares lower on fear of new government crisis
7586,2013-08-19,Weaker Italian shares drag down broader European market
7587,2013-08-19,Weaker miners drag down European shares in early trade
7588,2013-08-19,European shares steady in early trade
7589,2013-08-19,European Factors to Watch-Shares set to dip; Fed minutes eyed
7590,2013-08-16,Egypt turmoil hits travel firms as European shares flatline
7591,2013-08-16,Egypt turmoil hits travel firms as European shares flatline
7592,2013-08-16,European shares slip for second day, longer-term view more positive
7593,2013-08-16,Heavyweights Maersk and Bayer keep European shares steady
7594,2013-08-16,Europe Factors to Watch-Shares set for mixed open after pull-back
7595,2013-08-15,Unease over central bank tightening hits European stocks
7596,2013-08-15,Unease over central bank tightening hits European stocks
7597,2013-08-15,Falling drugmakers puncture European share rally
7598,2013-08-15,European shares retreat from highs, led by Zurich Insurance
7599,2013-08-15,European Factors to Watch-Shares seen edging lower, focus on data
7600,2013-08-14,UPDATE 1-French market leads European shares near 2-1/2 month highs
7601,2013-08-14,French market leads European shares near 2-1/2 month highs
7602,2013-08-14,Euro zone shares extend rally on growth data
7603,2013-08-14,Europe stocks halt rally as miners dip
7604,2013-08-14,European Factors to Watch-Euro zone GDP seen supporting stock gains
7605,2013-08-14,European Factors to Watch-Euro zone GDP seen supporting stock gains
7606,2013-08-13,Improving economic data sends European shares to 2-1/2 mth high
7607,2013-08-13,Improving economic data sends European shares to 2-1/2 month high
7608,2013-08-13,Brighter data lifts European shares to 2-1/2 month highs
7609,2013-08-13,European shares advance for fourth day, data eyed
7610,2013-08-13,European Factors to Watch-Shares seen up for 4th day, data in focus
7611,2013-08-12,UPDATE 1-Stronger miners keep European shares around two-month highs
7612,2013-08-12,Cyclicals drag European shares from highs, volumes low
7613,2013-08-12,European shares steady near two-month high, miners up on China
7614,2013-08-12,Europe Factors to Watch-Shares set to track gains in Asia
7615,2013-08-09,UPDATE 1-China data, buoyant banks propel Europe shares higher
7616,2013-08-09,China data, buoyant banks propel Europe shares higher
7617,2013-08-09,European shares boosted by mining stocks
7618,2013-08-09,Miners boost European shares as China data reassures
7619,2013-08-09,European Factors to Watch-European shares seen up as China data reassures
7620,2013-08-09,European Factors to Watch-European shares seen up as China data reassures
7621,2013-08-08,Commerzbank, Aviva lead European shares higher after results
7622,2013-08-08,Commerzbank, Aviva lead European shares higher after results
7623,2013-08-08,Chinese trade data helps get European stock rally back on track
7624,2013-08-08,European stocks steady, supported by Chinese data; Nestle drops
7625,2013-08-08,European Factors to Watch-Shares seen rebounding on China data
7626,2013-08-07,REFILE-UPDATE 1-Central bank talk dents European shares
7627,2013-08-07,European shares fall on stimulus uncertainty
7628,2013-08-07,European shares fall on prospects of Fed stimulus cut
7629,2013-08-07,Europe Factors to Watch-Shares to dip on doubt about Fed's move
7630,2013-08-06,UPDATE 1-HSBC, Munich Re knock back European shares
7631,2013-08-06,HSBC, Munich Re send European equity markets lower
7632,2013-08-06,UK, German data lift European shares
7633,2013-08-06,European shares stutter approaching year highs
7634,2013-08-06,European Factors to Watch-Shares seen down after six-day rally
7635,2013-08-05,European shares pause near 2-month high; HSBC falls
7636,2013-08-05,European shares pause near 2-month high; HSBC falls
7637,2013-08-05,HSBC leads European shares lower after U.S. open
7638,2013-08-05,Strong miners push European shares to set 2-month high
7639,2013-08-05,Strong insurers push European shares to 2-month high
7640,2013-08-05,RPT-European shares set new two-month high
7641,2013-08-05,European shares set new two-month high
7642,2013-08-05,Europe Factors to Watch-Shares set to rise ahead of HSBC results
7643,2013-08-05,European stock index futures signal early gains
7644,2013-08-02,Insurers help drive European shares to new 2-month high
7645,2013-08-02,Insurers help drive European shares to fresh 2-month high
7646,2013-08-02,European shares hit new high on earnings, focus on jobs
7647,2013-08-02,UPDATE 1-European shares extend gains, with focus on US jobs
7648,2013-08-02,European shares set two-month high, focus on jobs data
7649,2013-08-02,Europe Factors to Watch-Stocks set to extend rally ahead of U.S. jobs data
7650,2013-08-02,Europe stock index futures signal gains ahead of U.S. payrolls
7651,2013-08-01,Upbeat macro data, earnings fuel Europe stock rally
7652,2013-08-01,Upbeat macro data, earnings fuel Europe stock rally
7653,2013-08-01,Europe stocks track Wall St higher after upbeat U.S. data
7654,2013-08-01,European shares rise as Chinese data boosts cyclicals
7655,2013-08-01,European shares hit one-week high as Chinese data boosts cyclicals
7656,2013-08-01,European cyclical shares rally on earnings, data
7657,2013-08-01,European shares advance in early trade, banks lead
7658,2013-08-01,European Factors to Watch-Shares to rise on reassuring Fed, China data
7659,2013-08-01,European stock index futures signal higher start
7660,2013-07-31,European shares kept buoyant by data, earnings
7661,2013-07-31,European shares kept buoyant by data, earnings
7662,2013-07-31,Employment recovery props up European shares
7663,2013-07-31,European shares erase losses to turn positive
7664,2013-07-31,Drop in German retail sales dents European equities
7665,2013-07-31,Weak German retail sales dent European equities
7666,2013-07-31,Europe Factors to Watch-Shares set to dip ahead of Fed
7667,2013-07-31,European stock index futures signal mixed open
7668,2013-07-30,European stocks buoyed by batch of upbeat earnings
7669,2013-07-30,European stocks buoyed by batch of upbeat earnings
7670,2013-07-30,European shares flat as bank selloff hits sentiment
7671,2013-07-30,European shares turn lower as BP, Barclays weigh
7672,2013-07-30,EDF leads European shares higher on upbeat outlook
7673,2013-07-30,EDF, Infineon outlooks help buoy European shares
7674,2013-07-30,European Factors to Watch-Shares to gain; focus on earnings, Fed
7675,2013-07-30,European stock index futures signal higher open
7676,2013-07-29,Mergers nudge European shares up near 2-month highs
7677,2013-07-29,Weakness in banks weighs on European equities
7678,2013-07-29,M&A deals boost European stocks
7679,2013-07-29,M&A fever helps European stocks rally
7680,2013-07-29,European shares rise at open, buoyed by M&A deals
7681,2013-07-29,European Factors to Watch-Shares seen up, focus on central banks
7682,2013-07-29,European stock index futures signal higher open
7683,2013-07-26,DAX drags on European shares amid corporate gloom
7684,2013-07-26,Dax drags on European shares as results disappoint
7685,2013-07-26,European shares dented by DAX underperformance
7686,2013-07-26,European shares turn negative
7687,2013-07-26,Mergers' boost nudges European shares to near 2-month highs
7688,2013-07-26,Mergers boost push European shares to near 2-month highs
7689,2013-07-26,Europe Factors to Watch-Shares set to bounce, Vivendi eyed
7690,2013-07-26,European stock index futures signal early gains
7691,2013-07-25,UPDATE 3-Siemens, BASF profit warnings hurt European shares
7692,2013-07-25,Siemens, BASF warnings weigh on European shares
7693,2013-07-25,UPDATE 1-Europe shares sag on China worries, mixed earnings
7694,2013-07-25,European shares extend early losses as miners drop
7695,2013-07-25,Europe shares slip from 8-week highs; BASF drops
7696,2013-07-25,European shares held below eight-week highs
7697,2013-07-25,European Factors to Watch-Earnings in focus, stocks seen steady
7698,2013-07-25,European stock index futures signal steady open
7699,2013-07-24,Better growth outlook boosts European shares
7700,2013-07-24,European shares hit 8-week closing high on better outlook
7701,2013-07-24,European shares buoyed by economic data and earnings
7702,2013-07-24,REFILE-European shares lifted by earnings and economic data
7703,2013-07-24,Tech stocks help lift European shares after Apple beat
7704,2013-07-24,Europe Factors to Watch-Shares set to inch up before economic surveys
7705,2013-07-24,European stock index futures signal steady open
7706,2013-07-23,STMicro leads tech sector, European shares lower
7707,2013-07-23,STMicro leads tech sector, European shares lower
7708,2013-07-23,European shares pare gains in late session sell-off
7709,2013-07-23,UPDATE 1-European stocks hit 7-week highs in broad rally
7710,2013-07-23,Telecoms deal flurry boosts European stocks
7711,2013-07-23,Telcos, miners fuel early European share gains
7712,2013-07-23,European Factors to Watch-Shares to gain, focus on earnings
7713,2013-07-23,European stock index futures signal higher open
7714,2013-07-22,UBS results help Europe stocks hit 7-week high
7715,2013-07-22,UBS propels European shares to 7-wk closing high
7716,2013-07-22,European shares flat as investors digest mixed earnings
7717,2013-07-22,REFILE-Mobistar profit alert puts lid on European share gains
7718,2013-07-22,European shares rise as Philips beats expectations
7719,2013-07-22,European Factors to Watch-Futures up as Japan PM election win helps sentiment
7720,2013-07-22,European stock index futures signal higher open
7721,2013-07-22,European Factors to Watch - Shares seen opening up helped by Abe win in Japan
7722,2013-07-19,Tech mars another week of gains for European shares
7723,2013-07-19,Tech mars fourth week of gains for European shares
7724,2013-07-19,European shares track U.S futures lower into Wall St open
7725,2013-07-19,European shares pare losses after China rate reform
7726,2013-07-19,Vopak suffers in European share market pullback
7727,2013-07-19,Vopak suffers most as European shares slip back
7728,2013-07-19,Vopak worst hit as European shares slip back
7729,2013-07-19,European Factors to Watch-Shares seen lower, focus on tech stocks
7730,2013-07-19,European stock index futures signal lower open
7731,2013-07-18,European shares at 6-wk highs as ECB cheers the banks
7732,2013-07-18,European shares at 6-wk highs as ECB cheers the banks
7733,2013-07-18,European shares extend gains after U.S. data
7734,2013-07-18,REFILE-European shares edge higher as Publicis boosts media's profile
7735,2013-07-18,European shares edge lower as tech firms' updates disappoint
7736,2013-07-18,European shares dip as tech firm earnings weigh
7737,2013-07-18,European Factors to Watch-Shares seen lower; focus on earnings
7738,2013-07-18,European stock index futures signal lower open
7739,2013-07-17,Fed testimony aids European shares recovery
7740,2013-07-17,Fed testimony aids European shares recovery
7741,2013-07-17,European shares turn positive, banks and miners rise
7742,2013-07-17,European shares fall on fears of less stimulus
7743,2013-07-17,European shares fall after Bank of England bond-buying vote
7744,2013-07-17,Upbeat corporate earnings nudge European shares higher
7745,2013-07-17,RPT-Solid corporate earnings boost European equities
7746,2013-07-17,Solid corporate earnings boost European equities
7747,2013-07-17,European Factors to Watch-Shares to edge up on better earnings
7748,2013-07-17,European stock index futures signal slightly higher open
7749,2013-07-16,European shares slip on earnings season caution
7750,2013-07-16,European shares retreat on earnings season caution
7751,2013-07-16,Telecom Italia falls as European equity rally stutters
7752,2013-07-16,Telecom Italia leads European equities lower
7753,2013-07-16,SKF outperforms as European shares edge higher
7754,2013-07-16,European Factors to Watch -Shares set to consolidate, ZEW in focus
7755,2013-07-16,European stock index futures signal firmer open
7756,2013-07-15,Banks help Europe shares extend bounce off 2013 lows
7757,2013-07-15,Banks help Europe shares extend bounce off 2013 lows
7758,2013-07-15,Miners help prop up European shares after China GDP data
7759,2013-07-15,European shares push higher on Chinese growth data
7760,2013-07-15,European shares push higher on Chinese data
7761,2013-07-15,European Factors to Watch - Shares to edge up on China relief
7762,2013-07-15,European stock index futures signal higher open
7763,2013-07-12,European shares hit by profit taking at end of strong week
7764,2013-07-12,European shares hit by profit taking at end of strong week
7765,2013-07-12,European shares trim gains at end of strong week
7766,2013-07-12,European shares aim for best week since April, central banks support
7767,2013-07-12,M&A talk helps lift European shares
7768,2013-07-12,European shares dovetail record highs in the U.S.
7769,2013-07-12,European Factors to Watch-Shares seen higher for 5th session
7770,2013-07-12,European stock index futures signal higher open
7771,2013-07-11,European stocks at five-week high as stimulus worries soothed
7772,2013-07-11,CORRECTED-European stocks at 5-wk high as stimulus worries soothed
7773,2013-07-11,European shares lifted by Fed's policy reassurance
7774,2013-07-11,European shares hit 5-week highs after Fed reaffirms easy policy
7775,2013-07-11,European shares surge after Fed reaffirms easy policy stance
7776,2013-07-11,European Factors to Watch-Shares set to rally on dovish Fed comments
7777,2013-07-11,European stock index futures signal rally at the open
7778,2013-07-10,European shares creep higher, led by Burberry
7779,2013-07-10,Miners hold European shares back ahead of Fed minutes
7780,2013-07-10,European shares trim losses, track U.S. ahead of Fed minutes
7781,2013-07-10,Miners fall as European shares waver after China data
7782,2013-07-10,European shares push higher, led by Burberry
7783,2013-07-10,European shares higher, led by Burberrry
7784,2013-07-10,European Factors to Watch-Weak Chinese trade data hurts sentiment
7785,2013-07-10,European stock index futures falls, hurt by China data
7786,2013-07-10,European Factors to Watch-Weak Chinese trade data hurts sentiment
7787,2013-07-09,Miners drive European shares to one-month closing high
7788,2013-07-09,Miners boost European shares to 1-mth closing high
7789,2013-07-09,Miners push European shares higher on solid Alcoa earnings
7790,2013-07-09,European shares extend gains on U.S. growth outlook
7791,2013-07-09,European shares extend gains on U.S. growth outlook
7792,2013-07-09,European Factors to Watch-Shares seen higher, focus on earnings
7793,2013-07-09,European stock index futures signal higher open
7794,2013-07-08,Growth stocks lead broad European share bounce
7795,2013-07-08,Growth stocks lead broad European share bounce
7796,2013-07-08,European shares rebound on U.S. growth optimism
7797,2013-07-08,European shares rebound, face technical resistance
7798,2013-07-08,European shares bounce back on bargain-hunting
7799,2013-07-08,European Factors to Watch-Shares to rally as Greece set for aid
7800,2013-07-08,European stock index futures signal higher open
7801,2013-07-05,European shares led down by miners as data sparks Fed concern
7802,2013-07-05,European shares hit as data fuels US stimulus fear
7803,2013-07-05,RPT-European shares fall as U.S. jobs data supports QE cut
7804,2013-07-05,European shares fall as U.S. jobs data supports QE cut
7805,2013-07-05,European shares briefly dip down in choppy trade
7806,2013-07-05,European shares extend losses ahead of U.S. jobs data
7807,2013-07-05,European shares pause after rally, eye U.S. jobs data
7808,2013-07-05,European shares briefly drop in jittery pre-payrolls trade
7809,2013-07-05,RPT-European shares consolidate ahead of U.S. jobs data
7810,2013-07-05,European shares consolidate ahead of U.S. jobs data
7811,2013-07-05,European shares consolidate stimulus rally, but U.S. data a risk
7812,2013-07-05,Europe Factors to Watch-Shares set to keep rally alive; U.S. jobs eyed
7813,2013-07-05,Europe stock index futures signal gains ahead of U.S. jobs
7814,2013-07-04,European stocks rally on ECB, BoE stimulus pledges
7815,2013-07-04,European stocks rally on ECB, BoE stimulus pledges
7816,2013-07-04,European shares extend gains as ECB says stimulus exit distant
7817,2013-07-04,Peugeot helps drive European shares rebound
7818,2013-07-04,European shares up, investors expect calming Draghi tone
7819,2013-07-04,European shares up, investors look for dovish Draghi tone
7820,2013-07-04,European Factors to Watch-Shares to advance, gains seen limited
7821,2013-07-04,European stock index futures signal higher open
7822,2013-07-03,European shares fall as banks hit by fresh euro zone turmoil
7823,2013-07-03,European shares led lower by banks on Portugal turmoil
7824,2013-07-03,European shares trim losses after good U.S. jobs data
7825,2013-07-03,European shares fall as EU debt woes mount, Egypt turmoil
7826,2013-07-03,European shares knocked by political tension, China growth
7827,2013-07-03,European shares knocked by political tension, China growth
7828,2013-07-03,Europe Factors to Watch-Shares set to sag on China data, Egypt
7829,2013-07-03,European stock index futures signal early losses
7830,2013-06-28,European shares suffer first quarterly loss in a year
7831,2013-06-28,European shares slip to first monthly loss in over a year
7832,2013-06-28,European shares turn flat in choppy end-quarter trade
7833,2013-06-28,European shares pare losses after mixed U.S. growth data
7834,2013-06-28,European shares extend losses after U.S. data
7835,2013-06-28,European shares droop after hitting technical resistance
7836,2013-06-28,European shares dip after hitting resistance level
7837,2013-06-28,Schroders leads European shares higher into month-end
7838,2013-06-28,Schroders leads European shares higher into month-end
7839,2013-06-28,European Factors to Watch-Shares to edge higher, set for quarterly drop
7840,2013-06-28,European stock index futures signal steady open
7841,2013-06-27,Europe shares extend rebound as U.S. data reassures
7842,2013-06-27,Europe shares extend rebound as U.S. data reassures
7843,2013-06-27,European shares extend gains in late trade
7844,2013-06-27,European shares edge lower, led by banks, chemicals
7845,2013-06-27,European shares consolidate after two-day rally
7846,2013-06-27,European shares turn negative, weighed by chemicals
7847,2013-06-27,European shares consolidate after 2-day rally
7848,2013-06-27,European Factors to Watch-Shares seen up as monetary stress eases
7849,2013-06-27,European stock index futures signal slightly higher open
7850,2013-06-26,European shares jump for 2nd day as central banks calm nerves
7851,2013-06-26,Central banks help European shares jump for second day
7852,2013-06-26,European shares extend gains after strong Wall St open
7853,2013-06-26,European shares head for biggest two-day gain since April
7854,2013-06-26,European shares extend gains, breach technical resistance
7855,2013-06-26,European shares supported for 2nd day by U.S. data
7856,2013-06-26,European shares consolidate after rally
7857,2013-06-26,Europe Factors to Watch-Shares set to extend rebound
7858,2013-06-26,European stock index futures signal further gains
7859,2013-06-25,Dovish bankers lift European shares off 7-month lows
7860,2013-06-25,REFILE-Dovish bankers lift European shares off 7-month lows
7861,2013-06-25,European shares bounce as central banks send dovish messages
7862,2013-06-25,European shares rebound on China support promise
7863,2013-06-25,European shares rebound on talk of China action
7864,2013-06-25,European Factors to Watch-Shares seen higher, China in focus
7865,2013-06-25,European stock index futures signal higher open
7866,2013-06-24,Europe shares slump and volatility index hits new peak
7867,2013-06-24,European shares slump on China, stimulus concerns
7868,2013-06-24,European shares' volatility index rises to 9-mth peak
7869,2013-06-24,European shares fall, investor fear gauge hits 4-month high
7870,2013-06-24,Telecoms merger news props up European shares, halting market slide
7871,2013-06-24,European stock 'fear gauge' hits 4-month high
7872,2013-06-24,Pick-up in telecoms M&A stalls European share slide
7873,2013-06-24,Europe Factors to Watch-Shares set to extend sell-off; eyes on China
7874,2013-06-24,European stock index futures signal lower open
7875,2013-06-21,European shares hit year's lows; Greek stocks dive
7876,2013-06-21,CORRECTED-European shares suffer worst day since 2011 on Fed, China
7877,2013-06-21,Europe shares hit near 6-month lows in huge volumes
7878,2013-06-21,European shares turn negative in volatile trade
7879,2013-06-21,European shares recover, boosted by demand for defensives
7880,2013-06-21,European shares rise, recovering after rout
7881,2013-06-21,European shares edge higher, steadying after rout
7882,2013-06-21,European Factors to Watch-Shares seen up after steep sell-off
7883,2013-06-21,European stock index futures signal mixed open
7884,2013-06-20,European shares suffer worst day since 2011 on Fed, China
7885,2013-06-20,European shares in worst 1-day fall for 19 mths on Fed, China
7886,2013-06-20,Euro zone share index breaks support, extends fall
7887,2013-06-20,Mining and luxury stocks lead European market sell-off
7888,2013-06-20,Europe shares extend losses, down more than 2 pct
7889,2013-06-20,Mining and luxury stocks slide as European shares fall
7890,2013-06-20,Mining and luxury stocks hit as Europe shares fall
7891,2013-06-20,Europe Factors to Watch-Shares set to sag after Fed, China PMI
7892,2013-06-20,European stock index futures signal sharp losses
7893,2013-06-20,Spreadbetters see Europe stocks sinking after Fed
7894,2013-06-19,European shares dip ahead of Fed decision
7895,2013-06-19,European shares close slightly lower ahead of Fed
7896,2013-06-19,European shares jittery, awaiting Fed stimulus clues
7897,2013-06-19,European shares down in jittery pre-Fed trade
7898,2013-06-19,European shares turn red in jittery pre-Fed trade
7899,2013-06-19,European shares edge cautiously higher; focus on Fed
7900,2013-06-19,European Factors to Watch-Shares to edge higher, focus on Fed
7901,2013-06-19,European stock index futures signal slight gains
7902,2013-06-18,European shares pause, awaiting stimulus clues from Fed
7903,2013-06-18,European shares pause, awaiting stimulus clues from Fed
7904,2013-06-18,Banks lead European shares higher in choppy session
7905,2013-06-18,Danske Bank leads European shares lower on capital woes
7906,2013-06-18,Danske Bank leads European shares lower on capital woes
7907,2013-06-18,European Factors to Watch-Shares seen down on stimulus doubts
7908,2013-06-18,European stock index futures signal lower start
7909,2013-06-17,Telecoms merger buzz boosts European shares
