,data,headline
1858,"July 9, 2018",Trump’s trade war was decades in the making
1859,"July 8, 2018",US ambassador: Trade wars not spilling over into NATO
1860,"July 8, 2018",Theresa May: EU must ‘get serious’ in Brexit talks
1861,"July 7, 2018",UK minister: Theresa May’s plan isn’t Brexiteer sellout
1862,"July 6, 2018",Theresa May wins agreement for new UK Brexit offer
1863,"July 6, 2018",Wall Street titans fail to explain Trump to China
1864,"July 6, 2018",Donald Trump visit sidesteps London ‘carnival of resistance’
1865,"July 6, 2018","Trade deal with US possible under Brexit customs plan, says UK minister"
1866,"July 5, 2018",Theresa May’s ‘body bag summit’
1867,"July 5, 2018",The Cold War origins of Trump’s favorite trade weapon
1868,"July 4, 2018",Jaguar Land Rover: Hard Brexit would cost £1.2B
1869,"July 4, 2018",Trump envoy seeks to sweet talk Germany Inc. out of Iran
1870,"July 3, 2018","López Obrador to be tested by Trump on trade, immigration"
1871,"July 3, 2018",Trump goes to war with corporate America
1872,"July 3, 2018","EU-UK trade lifeline faces Brexit disruption, diplomats told"
1873,"July 3, 2018",Mark Rutte interrupts Trump on tariffs
1874,"July 2, 2018",Russia becomes 7th WTO member to challenge Trump tariffs
1875,"July 1, 2018",London weaponizes Trump for Brexit talks
1876,"July 1, 2018",Trump: Harley-Davidson will take ‘big hit’
1877,"July 1, 2018",EU warns Washington of ‘harmful’ impact on US of car tariffs
1878,"June 28, 2018",Trump: EU leaders seeking trade talks to avoid car tariffs
1879,"June 28, 2018",Trump: EU was ‘set up to take advantage’ of US
1880,"June 27, 2018",Cirque du Conseil: Playbill for EU’s Mother of All Summits
1881,"June 27, 2018",Tusk warns EU of ‘worst-case scenarios’ due to Trump
1882,"June 27, 2018",Berlin stands by while Brexit burns
1883,"June 27, 2018",Brussels complains of overwork. Really.
1884,"June 26, 2018",Brussels to Trump: We’re not backing down on trade
1885,"June 26, 2018",Trump invites Juncker to Washington to talk trade
1886,"June 26, 2018",EU dairy sector finds unlikely ally: Donald Trump
1887,"June 25, 2018",Harley-Davidson will shift some production outside the US to avoid tariffs
1888,"June 22, 2018",Trump threatens tariff on European cars
1889,"June 20, 2018",EU may require visas for British travelers post Brexit
1890,"June 20, 2018",EU retaliates against Trump’s metal tariffs
1891,"June 18, 2018",Mother of all EU summits
1892,"June 18, 2018",Malmström says EU ‘will find a way’ to do Australia trade deal
1893,"June 16, 2018",How the US-China trade war could play out
1894,"June 15, 2018",China announces retaliation against $50B in US goods
1895,"June 15, 2018",Trump amps up China trade war with tariffs on high-tech imports
1896,"June 15, 2018",Trump set to announce tariffs on $50B worth of Chinese goods
1897,"June 15, 2018",Trump said to push for tariff action on foreign cars ahead of midterms
1898,"June 14, 2018",Democrats pounce on Trump trade war in midterms
1899,"June 13, 2018",Chicken Kiev baron beats Brussels
1900,"June 12, 2018",Trump trade adviser: Harsh comments against Trudeau were a ‘mistake’
1901,"June 11, 2018",Germany’s transatlantic peaceniks feel Trump trade burn
1902,"June 11, 2018","Europe, time to stand up to Trump"
1903,"June 11, 2018",The ties that bind German carmakers to America
1904,"June 10, 2018",White House ratchets up trade war with ‘special place in hell’ slug at Trudeau
1905,"June 10, 2018",Foreign leaders stop playing nice with Trump on trade
1906,"June 10, 2018",Typhoon Trump blows G7 off course
1907,"June 9, 2018",Trump dismisses Europe’s trade pitch
1908,"June 9, 2018",Trump’s surprise G7 pitch: ‘We should at least consider no tariffs’
1909,"June 8, 2018","Italian PM breaks with EU, backs Trump’s call for Russia to return to G8"
1910,"June 8, 2018","G7 and Trump: Can’t live with him, can’t live without him"
1911,"June 7, 2018",Macron and Trudeau vow to confront Trump on tariffs
1912,"June 7, 2018",France won’t sign G7 statement without concessions from Trump: report
1913,"June 6, 2018",David Davis goes off-script on Irish border plans
1914,"June 6, 2018",Strikes by interpreters to disrupt European Parliament
1915,"June 6, 2018",Trump tariffs stir up angst ahead of G7 summit
1916,"June 5, 2018",UK officials float third way Brexit customs compromise
1917,"June 5, 2018",EU trade chief marshals leading world economies against Trump
1918,"June 5, 2018",How Brexiteers lost control of Brexit
1919,"June 4, 2018",Trump and Macron’s ‘terrible’ phone call: report
1920,"June 3, 2018",Sajid Javid: Brexit doomsday scenario won’t come to pass
1921,"June 1, 2018",Theresa May: Trump’s trade tariffs ‘unjustified’
1922,"June 1, 2018",War inside Trump trade team triggers global angst
1923,"May 31, 2018",Trump’s global trade war
1924,"May 31, 2018",EU announces retaliation against Trump tariffs
1925,"May 31, 2018","Trump hits US allies with steel, aluminum tariffs"
1926,"May 31, 2018","Trump readies to hit US allies with steel, aluminum tariffs"
1927,"May 30, 2018",Malmström: US likely to impose tariffs or quotas from Friday
1928,"May 29, 2018","Trump hits China with $50B tariffs, investment restrictions"
1929,"May 28, 2018",Nicola Sturgeon: UK’s Brexit position ‘unsustainable’
1930,"May 24, 2018","Brexit customs union extension could be ‘only viable option,’ say MPs"
1931,"May 24, 2018","Trump considering 25 percent tax on car imports, citing national security"
1932,"May 23, 2018",Post-Brexit customs model would cost UK business up to £20B
1933,"May 22, 2018",Who’s winning the trade war? Everyone but Trump
1934,"May 22, 2018",China acquires ‘the crown jewels’ of US technology
1935,"May 21, 2018",Pompeo threatens Iran with the ‘strongest sanctions in history’
1936,"May 21, 2018",China trade war ‘on hold’ as Trump pauses tariffs
1937,"May 18, 2018",UK customs proposal is really Brexit delayed further
1938,"May 18, 2018",Donald (Trump) to Donald (Tusk): I don’t care if you call me names
1939,"May 17, 2018",EU to block Trump’s Iran sanctions by activating old law
1940,"May 17, 2018",Tensions erupt among Trump trade officials ahead of China talks
1941,"May 16, 2018",UK officials float Brexit customs compromise
1942,"May 16, 2018",New UK ministerial team to tackle post-Brexit border disruption
1943,"May 16, 2018",EU’s Tusk slams ‘capricious’ Trump
1944,"May 14, 2018",How a 5Star-League government would scare Brussels
1945,"May 13, 2018",Trump team sends mixed signals to Europe
1946,"May 12, 2018",US envoy: Trade war with EU won’t happen
1947,"May 11, 2018",May intervenes to speed up new UK immigration plan
1948,"May 9, 2018",Europe turns cool on Chinese tech
1949,"May 9, 2018",Trump’s ‘America First’ agenda on drug pricing could backfire around the world
1950,"May 8, 2018",Boris Johnson: Customs partnership plan is ‘crazy’
1951,"May 8, 2018",Fishy Brexit dilemma: Want out of EU but need the market
1952,"May 4, 2018",Ireland’s desperate bid to Brexit-proof its dairy industry
1953,"May 2, 2018",‘War cabinet’ gives May existential customs choice
1954,"May 2, 2018",Jacob Rees-Mogg denies MPs issued ‘ultimatum’ to Theresa May over customs partnership
1955,"May 2, 2018",Trump trade adviser: All countries exempted from steel tariffs will face quotas
1956,"May 1, 2018",Germany’s call for trade talks with Trump risks EU divisions
1957,"May 1, 2018",EU slams Trump for short delay on steel tariffs
1958,"May 1, 2018",Trump grants EU extra month of relief from steel tariffs
1959,"April 30, 2018",Michel Barnier: ‘Operational’ Brexit solution needed for Northern Ireland
1960,"April 26, 2018",Amber Rudd: Cabinet ‘discussions to be had’ over customs union
1961,"April 25, 2018",UK government paid consultants £680K for Brexit customs plan
1962,"April 25, 2018",EU looks to offer Trump a bigger slice of its beef market as trade war looms
1963,"April 25, 2018",Macron rebukes Trump with ‘Obama State of the Union address’
1964,"April 25, 2018",How Europe can punch back at Beijing and Washington
1965,"April 24, 2018","Brussels will insist on ECJ in Brexit treaty, says Barnier"
1966,"April 21, 2018",Mexico’s EU trade deal lands a punch on Trump
1967,"April 20, 2018",Royals save Theresa May at Commonwealth summit
1968,"April 19, 2018",EU rejects UK’s post-Brexit customs fixes for Northern Ireland
1969,"April 19, 2018","France, Germany signal united front against Trump on trade"
1970,"April 19, 2018",Berlin mulls tougher stance on Moscow
1971,"April 18, 2018",Morocco offers fish for land
1972,"April 18, 2018",UK £615M worse off per week under preferred Brexit scenario: study
1973,"April 17, 2018",Why Japan is begging Trump for help
1974,"April 13, 2018","Brussels mulls offer of trade deal to Trump, if he drops tariff threat"
1975,"April 13, 2018",Chinese ambassador to EU: No UK trade talks without a Brexit deal
1976,"April 12, 2018",Justin Trudeau: UK-Canada trade talks can begin ‘day after Brexit’
1977,"April 8, 2018",How EU milk is sinking Africa’s farmers
1978,"April 8, 2018",EU hopes Brexit will help deliver an India trade deal
1979,"April 7, 2018",How to win a trade war with China
1980,"April 6, 2018",Shipping climate talks expose EU divisions
1981,"April 6, 2018",Trump threatens new tariffs on another $100B in Chinese imports
1982,"April 5, 2018",Trump slams EU as being ‘solidly against us’ on trade
1983,"April 4, 2018","With tariffs, US risks ‘law of the jungle’"
1984,"April 4, 2018",India in no rush to do a trade deal with post-Brexit Britain
1985,"April 4, 2018",UK Brexit committee lays out tests for future relationship
1986,"April 3, 2018",What Trump gets right about Europe’s trade problem
1987,"April 3, 2018",Theresa May to visit Denmark and Sweden
1988,"April 2, 2018",China to slap tariffs on 128 US goods
1989,"April 2, 2018",Trump’s world-leader buddy is starting to regret it
1990,"April 1, 2018",1 in 5 UK manufacturing jobs at risk because of Brexit: study
1991,"March 31, 2018",Germany eyes trade compromise with US ‘by summer’
1992,"March 29, 2018",Trump’s threats make Europe worry about unruly trading world
1993,"March 28, 2018",Even ‘Global Britain’ will need the EU
1994,"March 27, 2018","Trump talks China trade with Merkel, Macron"
1995,"March 27, 2018",Trump is winning the trade war — for now
1996,"March 24, 2018",UK to present new Brexit ‘backstop’ plan on Ireland
1997,"March 23, 2018",Trump accused of holding gun to EU’s head in trade talks
1998,"March 23, 2018",Juncker: Trump’s tariff deadline is ‘highly impossible’
1999,"March 23, 2018",Brexit: A managed surrender
2000,"March 23, 2018",EU’s exemption from US tariffs to expire May 1
2001,"March 22, 2018",EU leaders strive for unity in shadow of old superpowers
2002,"March 22, 2018","Trump exempts EU, 4 other allies from steel, aluminum tariffs"
2003,"March 22, 2018",Deciphering Brexit double-speak
2004,"March 21, 2018",Theresa May could be the Churchill of our time
2005,"March 21, 2018",EU takes on digital giants with new revenue tax
2006,"March 21, 2018",New Brexit battle over no deal
2007,"March 19, 2018",London looks to wrap up Brexit divorce terms by summer
2008,"March 19, 2018","Europe, don’t let China divide and conquer"
2009,"March 18, 2018",Europe fears Trump is out to kill the World Trade Organization
2010,"March 16, 2018",Brussels publishes US tariffs retaliation lists totaling €6.4 billion
2011,"March 16, 2018","Sorry Britain, the EU won’t break ranks over post-Brexit trade"
2012,"March 13, 2018","It’s up to London to solve Ireland Brexit conundrum, Juncker says"
2013,"March 12, 2018",Berlin’s EU plan: More muddle in the middle
2014,"March 12, 2018",Trump targets European carmakers with big plants in states he won
2015,"March 11, 2018",The world turns on Trump over tariffs
2016,"March 11, 2018",Donald Trump issues new trade threat to EU
2017,"March 11, 2018",Oil industry falls out of love with Trump
2018,"March 10, 2018",Malmström: ‘No clarity’ from talks on steel tariffs with US
2019,"March 10, 2018",Malmström meets US counterpart in effort to avert trade war
2020,"March 9, 2018",France tells Trump a trade war won’t go his way
2021,"March 9, 2018",Malmström: Excluding UK from steel tariffs would question ‘the whole EU’
2022,"March 9, 2018",UK’s new Brexit best friend … Guy Verhofstadt
2023,"March 9, 2018",Trump threatens to blow up global trading order with tariffs
2024,"March 8, 2018","Trump imposes steel, aluminum tariffs with few exceptions"
2025,"March 8, 2018",Brussels demands UK pay €2.7 billion in lost customs duties
2026,"March 8, 2018",Why steel tariffs failed when Bush was president
2027,"March 8, 2018",Trump is losing the trade war with China
2028,"March 7, 2018",EU’s Malmström tells Trump there is still time to avoid trade conflict
2029,"March 7, 2018",Trump blames past presidents as far back George H.W. Bush for economic woes
2030,"March 7, 2018",Donald Tusk rejects Theresa May’s Brexit vision
2031,"March 7, 2018",How Trump’s trade war finally broke Gary Cohn
2032,"March 7, 2018",EU accuses Theresa May of ‘double cherry-picking’
2033,"March 6, 2018","Swedish leader warns tariffs ‘will hurt us all,’ as Trump doubles down"
2034,"March 6, 2018",European Parliament outlines its post-Brexit vision
2035,"March 6, 2018",EU’s anti-Trump hit list: Everything including the kitchen sink
2036,"March 6, 2018",Frustrated White House free traders mount campaign to weaken Trump tariffs
2037,"March 5, 2018","Trump: US won’t back down on steel, aluminum tariffs"
2038,"March 4, 2018","Tariffs on course to be imposed, Trump officials say"
2039,"March 3, 2018",Trump threatens EU with tax on car imports
2040,"March 3, 2018",Trump’s tariff plan pushes NAFTA talks to the brink
2041,"March 3, 2018",US officials try to contain damage from Trump trade war declaration
2042,"March 2, 2018",EU seeks to hit back at €3 billion of US exports from bourbon to jeans
2043,"March 2, 2018","Trade wars: Tariffs on bourbon, Harleys and orange juice?"
2044,"March 2, 2018",White House shrugs off market decline following trade war tweet
2045,"March 2, 2018",EU: Our countermeasures against Trump are ready
2046,"March 2, 2018",Donald Trump: ‘Trade wars are good’
2047,"March 2, 2018",Trump’s tariff war nudges Gary Cohn toward White House exit
2048,"March 2, 2018","Trump blasted at home and abroad for plan to impose steel, aluminum tariffs"
2049,"March 1, 2018",Theresa May’s ‘five tests’ for Brexit
2050,"March 1, 2018",Europe digs in to fight global trade war against Trump
2051,"March 1, 2018",EU vows to hit back against Trump in trade war
2052,"March 1, 2018",Trump decides on steep tariffs on steel and aluminum imports
2053,"March 1, 2018",EU’s Katainen warns Trump against ‘global trade war’ on two fronts
2054,"March 1, 2018",No winners in Europe’s war against Chinese steel
2055,"February 27, 2018",Andrea Leadsom: UK could seek ‘customs arrangements’ for some sectors
2056,"February 27, 2018",Brexit and the revenge of the mandarin
2057,"February 27, 2018",Liam Fox: Customs union would be ‘betrayal’ of Brexit voters
2058,"February 27, 2018",Why open and sustainable trade matters
2059,"February 26, 2018",Liam Fox: Customs union ‘a complete sellout’ of UK’s national interest
2060,"February 26, 2018",How Jeremy Corbyn changed Britain’s Brexit landscape
2061,"February 26, 2018",Jeremy Corbyn rejects Brexit ‘fantasies’ in customs union bid
2062,"February 26, 2018",David Davis: Labour selling ‘snake oil’ Brexit
2063,"February 26, 2018",Ex-colonies to UK: Forget Brexit ‘Empire 2.0’
2064,"February 26, 2018","Jeremy Corbyn calls for ‘new, strong’ single market relationship"
2065,"February 20, 2018",Customs vote headache for Tories
2066,"February 20, 2018",EU mulls retaliation over Trump tax overhaul
2067,"February 19, 2018",David Davis: No ‘race to the bottom’ post Brexit
2068,"February 17, 2018",Netherlands to hire 750 extra customs officials to tackle Brexit
2069,"February 16, 2018",Merkel: Post-Brexit trade deal need not mean ‘cherry-picking’
2070,"February 16, 2018",US Commerce Secretary suggests punitive tariffs on steel
2071,"February 14, 2018",Boris Johnson: ‘Intolerable’ for UK not to take back lawmaking
2072,"February 13, 2018",The great ‘Made in Britain’ delusion
2073,"February 12, 2018",Britain’s BFF unconvinced by its post-Brexit vision
2074,"February 12, 2018",UK has ‘huge misunderstanding’ over post-Brexit customs: Senior MEP
2075,"February 11, 2018",FAQ: How customs unions work
2076,"February 9, 2018",Barnier warns UK objections put Brexit transition period at risk
2077,"February 8, 2018",David Davis accuses EU of acting in bad faith over Brexit transition plans
2078,"February 8, 2018",Brexit threatens Pakistan’s trade perks with the EU
2079,"February 8, 2018",Theresa May’s plan for ‘immediate’ break with EU after Brexit
2080,"February 8, 2018",Brexit cherry-picking is inevitable — but it will cost
2081,"February 7, 2018",UK analysis shows big economic hit from Brexit
2082,"February 7, 2018","Trade by the people, for the people"
2083,"February 7, 2018",UK won’t agree a Brexit plan this week
2084,"February 6, 2018",EU toughens Brexit transition demands
2085,"February 6, 2018",Former minister to Theresa May: ‘Get a spine’
2086,"February 5, 2018",The great Brexit credibility gap
2087,"February 5, 2018","China’s meddling poses greater threat to EU than Kremlin, says study"
2088,"February 5, 2018",Michel Barnier: UK Brexit plan means barriers to trade ‘unavoidable’
2089,"February 5, 2018",UK rules out customs union after Brexit
2090,"February 2, 2018",Liam Fox: No customs union with EU after Brexit
2091,"February 2, 2018",EU trade partners demand concessions for Brexit transition rollover
2092,"January 31, 2018",Theresa May warns China to play by international rules
2093,"January 30, 2018","UK worse off in any likely post-Brexit scenario, says government analysis: report"
2094,"January 29, 2018",Upbeat Michel Barnier plays superior Brexit hand
2095,"January 29, 2018",EU to UK: You won’t set rules during Brexit transition
2096,"January 29, 2018",EU27 sets up Barnier for Brexit talks part 2
2097,"January 29, 2018",EU ready to ‘react swiftly and appropriately’ to Trump’s trade threats
2098,"January 27, 2018",5 potential bust-ups in Brexit transition talks
2099,"January 26, 2018",David Davis demands UK say on EU rules during Brexit transition
2100,"January 26, 2018",US rejects Boeing’s petition against Canadian rival Bombardier
2101,"January 26, 2018",David Davis: UK wants to stay in EU trade deals during transition
2102,"January 25, 2018",EU races against the clock to seal beef-for-cars trade deal
2103,"January 21, 2018",Asian sweatshop fears threaten EU’s trade momentum
2104,"January 21, 2018",Brexit talks are back (not that they ever went away)
2105,"January 21, 2018",British businesses call on May to stay in customs union with EU
2106,"January 20, 2018",Macron hints at EU-UK trade compromise
2107,"January 18, 2018",Jupiter lands in Maidenhead
2108,"January 18, 2018",Macron to May: ‘Be my guest’ to Norway-model Brexit
2109,"January 18, 2018","No Brexit deal on financial services if UK diverges from EU, says Merkel ally"
2110,"January 13, 2018",Philip Hammond: Brexit trade deal without services not ‘realistic’ for UK
2111,"January 12, 2018",Commission debates extending Brexit transition
2112,"January 11, 2018",No-deal pain is UK’s gain
2113,"January 11, 2018","Brexit trade deal will contain financial services, but UK may not like it"
2114,"January 10, 2018",EU companies often don’t make use of trade deals
2115,"January 10, 2018",Hammond and Davis: Post-Brexit trade barriers ‘make no sense’
2116,"January 8, 2018",What to watch this year in trade
2117,"January 8, 2018",Investment court poses crucial test for trade leadership
2118,"January 8, 2018",Where Brexit will hurt most in Europe
2119,"January 7, 2018",White House preparing for trade crackdown
2120,"January 7, 2018",Mexico’s Trumpian populist could mean trouble for Donald Trump
2121,"January 7, 2018",Regions demand Brexit compensation from EU budget
2122,"January 7, 2018",Who’s who in the Bulgarian EU presidency
2123,"January 5, 2018",EU takes billion-euro battle to Russia
2124,"January 4, 2018",What to watch this year in agriculture
2125,"January 3, 2018",How China put German rust-belt city on the map
2126,"January 2, 2018",David Davis: EU shouldn’t ‘cherry pick’ on trade deal
2127,"December 29, 2017",Policy winners and losers of 2017
2128,"December 28, 2017",Why Belgians can’t afford to get drunk at New Year
2129,"December 27, 2017",The winners and losers of 2017
2130,"December 26, 2017",EU must name its price for post-Brexit trade
2131,"December 26, 2017",George Osborne: Brexit doesn’t have to mean leaving customs union
2132,"December 22, 2017",How Brexit ruined Christmas dinner
2133,"December 21, 2017",‘Madame Brexit’ pushes stronger ties with Poland
2134,"December 21, 2017",EU and Mexico miss breakthrough in high-level trade talks
2135,"December 20, 2017",Northern France’s parallel Brexit talks
2136,"December 20, 2017",German supermarket wins sorbet fight against Champagne lobby
2137,"December 20, 2017",Estonia’s presidency: How it went
2138,"December 19, 2017",UK wants bespoke Brexit deal with EU
2139,"December 18, 2017",EU and Mexico make big push for trade deal
2140,"December 16, 2017",Philip Hammond: UK committed to trade ‘status quo’ after Brexit
2141,"December 13, 2017",Big East-West skew in record EU lobbying bonanza
2142,"December 13, 2017",FAQ: What happens in Brexit Phase 2?
2143,"December 12, 2017",Michel Barnier: Full trade deal impossible by Brexit date
2144,"December 10, 2017",David Davis: No Brexit deal means no money to EU
2145,"December 9, 2017",From Geneva to Doha and Buenos Aires: Trade talk milestones
2146,"December 9, 2017",Trump’s disdain casts unease over World Trade Organization summit
2147,"December 8, 2017",EU takes over global trade stage
2148,"December 8, 2017",EU closes mammoth trade deal with Japan
2149,"December 8, 2017",Theresa May’s 6 promises to Northern Ireland
2150,"December 8, 2017",MPs: UK’s post-Brexit border plan based on ‘wishful thinking’
2151,"December 6, 2017",Theresa May: Irish border promise will be delivered through trade deal
2152,"December 6, 2017","UK will not pay lump sum Brexit bill, according to draft agreement"
2153,"December 5, 2017",May’s failure in Brussels blows open Brexit debate at home
2154,"December 4, 2017",Scotland to seek Northern Ireland-style Brexit deal
2155,"November 29, 2017",French and Italians sense golden opportunity in glyphosate ban
2156,"November 29, 2017","Emmanuel Macron, anti-European"
2157,"November 28, 2017",Brexit Britain looks to China
2158,"November 27, 2017",Weedkiller vote poisons European politics
2159,"November 27, 2017",Diplomats: EU reapproves glyphosate for five years
2160,"November 26, 2017",China hits roadblocks in Central Europe
2161,"November 25, 2017",DUP leader warns against trade barriers in Northern Ireland customs plan
2162,"November 24, 2017",UK’s ex-EU ambassador: ‘No final trade deal possible before Brexit’
2163,"November 24, 2017",Ivan Rogers on Cameron’s Brexit referendum
2164,"November 23, 2017",EU27 squash UK hopes of bespoke trade deal
2165,"November 23, 2017",Italian farmers’ union flexes its political muscle
2166,"November 22, 2017",Europe eats Trump’s lunch
2167,"November 21, 2017",Brexit smiles on the Dutch — so far
2168,"November 20, 2017",German impasse threatens EU policy pile-up
2169,"November 20, 2017",Barnier to UK: Staying close to EU model could be ‘decisive’
2170,"November 17, 2017",Irish PM: EU prepared to wait for Brexit ‘concessions’
2171,"November 17, 2017",Barnier’s Brexit timeline: No transition deal until October 2018
2172,"November 16, 2017",David Davis to EU: ‘Don’t put politics before prosperity’
2173,"November 16, 2017",Barnier dashes Britain’s trade hopes
2174,"November 15, 2017","On transatlantic trade, Trump is all bluster, no bite — so far"
2175,"November 14, 2017",Trump’s trade boasts in Asia mask looming China problem
2176,"November 14, 2017",Trump touts ‘$300 billion’ in trade deals with Asia
2177,"November 10, 2017",Trump warns of crackdown on trade cheats
2178,"November 9, 2017",Michel Barnier: UK must choose European rules if it wants trade
2179,"November 9, 2017","Trump says he ‘doesn’t blame’ China for trade deficit, praises ‘very special man’ Xi"
2180,"November 9, 2017",The women who shape Brussels — class of 2017
2181,"November 9, 2017",Cecilia Malmström
2182,"November 9, 2017",Ditte Juul-Jørgensen
2183,"November 8, 2017",Trump’s Asia trip highlights lack of trade deals
2184,"November 8, 2017",Trump prepares for the first test of his relationship with Xi
2185,"November 5, 2017",Britain’s economy isn’t in freefall — and that worries business
2186,"November 1, 2017","EU needs ‘FBI for customs,’ says former chief fraud investigator"
2187,"October 27, 2017",Fears grow that EU glyphosate ban could disrupt global trade
2188,"October 26, 2017",Brexit’s hard now? Wait until trade comes up
2189,"October 26, 2017",Transatlantic ties in 5 charts
2190,"October 25, 2017","UK ‘screwed’ in Brexit negotiations, says ex-ambassador"
2191,"October 24, 2017",Michel Barnier: EU-UK trade deal could take 3 years
2192,"October 23, 2017",UK push to shape Michel Barnier’s mandate for Brexit trade talks
2193,"October 23, 2017",Russian oligarch woos Brussels to corner multibillion-euro industry
2194,"October 20, 2017",5 takeaways from the autumn EU leaders’ summit
2195,"October 20, 2017","EU leaders, back in business, return to disagreements and debate"
2196,"October 18, 2017","EU trade, the Martin Selmayr way"
2197,"October 18, 2017",Antonio Tajani slams Theresa May’s €20B offer as ‘peanuts’
2198,"October 16, 2017",Theresa May heads to Brussels for last-ditch talks
2199,"October 15, 2017",Brexiteers fear ‘Swiss Trap’ trade deal
2200,"October 15, 2017",Japan exasperated by Trump’s trade policies
2201,"October 15, 2017",British MPs want to force Theresa May to sign soft Brexit deal
2202,"October 13, 2017",EU diplomats back internal planning for Brexit trade talks
2203,"October 12, 2017","EU to start internal plans for Brexit trade talks, says draft Council document"
2204,"October 11, 2017",Europeans flock to Capitol Hill to save Iran deal
2205,"October 11, 2017",Philip Hammond: UK must prepare for ‘bad-tempered’ Brexit
2206,"October 9, 2017",Theresa May concedes ECJ rule during Brexit transition
2207,"October 6, 2017",Theresa May’s trip to China on hold because of Trump visit
2208,"October 6, 2017",Pharma industry fights in Europe over competition in world markets
2209,"October 4, 2017",US rounds on Britain over food quotas as post-Brexit trade woes deepen
2210,"October 4, 2017",Enter the dragon
2211,"October 4, 2017",Lessons from Norway-Sweden border for post-Brexit Britain
2212,"October 3, 2017",Theresa May: Weak leadership is being surrounded by ‘yes men’
2213,"September 29, 2017",John Kelly folds Navarro’s trade shop into National Economic Council
2214,"September 28, 2017",David Davis: Claim UK not specific enough in Brexit talks is ‘pure fiction’
2215,"September 27, 2017",How Macron’s EU vision stacks up to reality
2216,"September 27, 2017",Bombardier: Theresa May’s free-trade reality check
2217,"September 22, 2017",Michel Barnier: UK must explain ‘precise negotiating position’
2218,"September 22, 2017",Theresa May’s Florentine gambit
2219,"September 21, 2017","Trump, May talk trade on the sidelines of UN summit"
2220,"September 21, 2017",Theresa May’s tricky numbers game
2221,"September 21, 2017",Guy Verhofstadt defends EU identity after Boris Johnson attack
2222,"September 20, 2017",Michel Barnier’s private Brexit road show
2223,"September 20, 2017",Boris Johnson’s £350M smokescreen
2224,"September 19, 2017",Donald Tusk to meet Theresa May in London to talk Brexit
2225,"September 19, 2017",Politics trumped experts in battle over French food labels
2226,"September 18, 2017",4 takeaways from Theresa May’s flying visit to Canada
2227,"September 18, 2017",UK’s Brexit law does not include an exit date
2228,"September 18, 2017","‘Boris is Boris,’ says Theresa May"
2229,"September 18, 2017",UK’s chief Brexit official leaves department to focus on Brussels talks role
2230,"September 17, 2017",Theresa May heads to Canada to seek trade deal
2231,"September 16, 2017",Merkel: Economic relations with Turkey will suffer over German detentions
2232,"September 16, 2017","Boris Johnson: No to single market payments, yes to £350M a week for NHS"
2233,"September 15, 2017",An easy bespoke trade deal? Maybe not
2234,"September 13, 2017",Juncker’s uni-vision for Europe
2235,"September 12, 2017",Juncker’s risky bid to rescue EU trade policy
2236,"September 12, 2017",Brexit talks start date delayed by a week
2237,"September 12, 2017",Brexit — When taking back control means giving up control
2238,"September 11, 2017",EU’s biggest problem: Over-powerful national governments
2239,"September 11, 2017",Jeremy Corbyn ‘open’ to staying in single market after Brexit
2240,"September 11, 2017",650 ÷ 2 + 1 = Theresa May’s Brexit math
2241,"September 11, 2017",Post-Brexit customs costs for business could hit £9 billion: report
2242,"September 10, 2017",British organized labor pushes for UK to stay in single market
2243,"September 8, 2017",Boris Johnson: EU legally bound to discuss trade relationship
2244,"September 7, 2017",European Parliament leaders decry ‘lack of clarity’ on Brexit from UK
2245,"September 7, 2017",Norway? No thanks
2246,"September 7, 2017",May’s deputy: European Parliament doesn’t set Brexit talks deadline
2247,"September 7, 2017",Tajani: Brexit phase 1 might not be over till Christmas
2248,"September 6, 2017",Latin America may be where Europe’s trade luck runs out
2249,"September 6, 2017",6 things to watch in trade policy this autumn
2250,"September 5, 2017",David Davis: No deal worse for some EU countries than for UK
2251,"September 5, 2017",European Parliament slams UK’s Brexit stance on citizens’ rights
2252,"September 5, 2017",Icelandic foreign minister to UK: Please join EFTA
2253,"September 4, 2017",Irish foreign minister takes swipe at UK’s Brexit proposals
2254,"September 4, 2017",Liam Fox: Britain does not have capacity to strike trade deals now
2255,"September 4, 2017","Brexit talks, now with added intensity"
2256,"September 4, 2017","Martin Selmayr: Europe’s door is open to Turkey, for now"
2257,"September 4, 2017",Liam Fox warns ‘Brexit bill’ needs Euroskeptic agreement
2258,"September 4, 2017",Majority of Brits support high-skilled EU migration: survey
2259,"September 4, 2017",UK seeks ‘continuous’ talks to propel Brexit resolution
2260,"September 3, 2017",Trump mulling withdrawal from Korea trade deal
2261,"September 3, 2017",David Davis: Barnier’s Brexit stance looks ‘silly’
2262,"September 1, 2017",David Davis: Norway model is one option for UK after Brexit
2263,"September 1, 2017",Brexit warning: Forget the European Parliament at your peril
2264,"September 1, 2017",Liam Fox: UK ‘can’t be blackmailed’ into paying Brexit bill
2265,"September 1, 2017",MPs warn Theresa May over customs union
2266,"August 31, 2017",Brexit talks round 3 — what we learned
2267,"August 31, 2017",Juncker proposes fast-tracking EU trade deals
2268,"August 31, 2017","After 3 rounds of Brexit talks, a gaping divide"
2269,"August 31, 2017",Ryanair chief to Theresa May: Stop ‘swanning around’ and focus on Brexit
2270,"August 31, 2017",‘High stress’ Brexit talks yield little progress
2271,"August 31, 2017",Britain’s EU rubbish
2272,"August 31, 2017",Brussels standoff over Brexit bill
